claim_id,day_offset,date,avg_temp_c,max_temp_c,avg_pressure_kpa,max_pressure_kpa,vibration_rms_mm_s,runtime_hours,power_draw_kwh,error_code_count,telemetry_received
CLM-0001155,0,2024-09-10,59.26,61.41,378.8,409.8,1.282,5.52,3.02,1.0,True
CLM-0003565,-89,2024-06-16,56.35,57.95,424.3,471.4,1.424,3.91,5.72,0.0,True
CLM-0003565,-88,2024-06-17,60.57,62.8,410.4,432.1,1.04,3.99,5.89,0.0,True
CLM-0003565,-87,2024-06-18,56.81,58.58,411.8,438.2,1.246,3.64,5.74,0.0,True
CLM-0003565,-86,2024-06-19,54.84,57.57,433.3,457.8,1.357,3.91,5.78,0.0,True
CLM-0003565,-85,2024-06-20,57.03,59.03,437.9,456.6,1.003,3.84,6.12,0.0,True
CLM-0003565,-84,2024-06-21,57.95,62.14,447.0,473.5,1.292,4.46,6.64,0.0,True
CLM-0003565,-83,2024-06-22,55.47,59.99,420.8,451.7,1.198,3.81,6.18,0.0,True
CLM-0003565,-82,2024-06-23,59.13,62.02,437.1,466.3,1.117,3.96,6.31,0.0,True
CLM-0003565,-81,2024-06-24,53.31,55.22,415.6,445.9,0.871,3.55,5.16,0.0,True
CLM-0003565,-80,2024-06-25,55.7,60.45,427.1,445.6,1.268,3.55,5.57,0.0,True
CLM-0003565,-79,2024-06-26,56.59,58.76,421.7,447.1,1.099,3.98,5.58,0.0,True
CLM-0003565,-78,2024-06-27,58.51,61.65,446.3,458.4,1.143,3.44,5.18,0.0,True
CLM-0003565,-77,2024-06-28,59.38,62.67,410.8,421.9,1.41,3.93,5.9,0.0,True
CLM-0003565,-76,2024-06-29,59.33,61.27,407.8,446.3,1.195,3.7,5.05,0.0,True
CLM-0003565,-75,2024-06-30,56.87,59.37,420.8,446.6,1.236,4.05,5.54,0.0,True
CLM-0003565,-74,2024-07-01,58.82,63.59,391.2,421.0,1.493,3.02,4.89,0.0,True
CLM-0003565,-73,2024-07-02,,,,,,,,,False
CLM-0003565,-72,2024-07-03,56.81,60.23,383.3,407.9,1.08,3.14,4.76,0.0,True
CLM-0003565,-71,2024-07-04,55.55,59.29,406.9,442.5,1.39,4.52,6.69,0.0,True
CLM-0003565,-70,2024-07-05,57.02,60.37,420.0,443.7,1.211,3.83,6.13,0.0,True
CLM-0003565,-69,2024-07-06,59.08,63.01,395.3,402.9,1.123,4.01,5.56,0.0,True
CLM-0003565,-68,2024-07-07,56.73,60.19,423.9,450.1,1.065,3.78,5.93,0.0,True
CLM-0003565,-67,2024-07-08,55.79,58.58,387.3,419.6,1.157,3.83,6.34,0.0,True
CLM-0003565,-66,2024-07-09,58.86,64.95,418.9,432.5,1.342,3.42,4.89,0.0,True
CLM-0003565,-65,2024-07-10,55.67,58.01,431.1,453.6,1.116,4.05,5.78,0.0,True
CLM-0003565,-64,2024-07-11,57.67,60.21,437.5,471.3,1.225,3.98,6.08,0.0,True
CLM-0003565,-63,2024-07-12,57.33,61.65,443.0,474.9,1.074,3.97,6.15,0.0,True
CLM-0003565,-62,2024-07-13,58.36,62.08,406.8,430.6,1.414,4.4,6.21,0.0,True
CLM-0003565,-61,2024-07-14,58.16,60.69,413.9,432.6,0.993,3.24,4.75,0.0,True
CLM-0003565,-60,2024-07-15,57.88,60.33,409.6,434.4,1.053,3.83,6.21,0.0,True
CLM-0003565,-59,2024-07-16,55.9,58.84,432.8,459.6,1.101,3.2,5.38,0.0,True
CLM-0003565,-58,2024-07-17,55.52,58.78,423.1,453.9,0.996,4.27,6.35,0.0,True
CLM-0003565,-57,2024-07-18,57.2,60.15,419.8,443.5,1.279,4.09,6.18,0.0,True
CLM-0003565,-56,2024-07-19,57.03,59.45,419.1,456.3,1.302,3.71,5.65,0.0,True
CLM-0003565,-55,2024-07-20,61.5,65.13,428.5,455.2,1.297,4.16,5.4,0.0,True
CLM-0003565,-54,2024-07-21,57.27,60.28,407.2,429.2,1.303,4.0,5.77,0.0,True
CLM-0003565,-53,2024-07-22,56.74,60.57,431.9,452.3,0.977,3.21,4.79,0.0,True
CLM-0003565,-52,2024-07-23,55.43,58.53,424.9,442.9,1.239,4.06,6.8,0.0,True
CLM-0003565,-51,2024-07-24,54.52,55.96,435.7,468.7,1.407,3.46,5.31,0.0,True
CLM-0003565,-50,2024-07-25,53.54,56.99,414.6,437.8,1.149,3.86,6.23,0.0,True
CLM-0003565,-49,2024-07-26,54.41,58.35,420.8,422.7,1.362,4.18,6.21,0.0,True
CLM-0003565,-48,2024-07-27,55.98,59.34,436.4,458.1,1.176,3.82,5.86,0.0,True
CLM-0003565,-47,2024-07-28,58.49,59.87,402.7,437.4,1.181,3.77,5.37,0.0,True
CLM-0003565,-46,2024-07-29,57.4,60.66,438.2,459.4,1.019,4.37,6.11,0.0,True
CLM-0003565,-45,2024-07-30,54.6,57.1,416.1,430.1,1.128,3.87,5.47,0.0,True
CLM-0003565,-44,2024-07-31,55.35,58.38,431.7,452.7,1.393,3.7,5.41,0.0,True
CLM-0003565,-43,2024-08-01,56.34,59.81,432.2,461.7,1.104,3.17,4.72,0.0,True
CLM-0003565,-42,2024-08-02,55.87,58.6,417.3,440.2,1.484,3.81,5.52,0.0,True
CLM-0003565,-41,2024-08-03,54.85,58.46,420.5,437.8,1.175,4.08,5.41,0.0,True
CLM-0003565,-40,2024-08-04,51.63,55.09,399.7,429.2,1.402,4.4,6.79,0.0,True
CLM-0003565,-39,2024-08-05,54.43,57.76,393.1,427.1,1.202,3.17,4.49,0.0,True
CLM-0003565,-38,2024-08-06,54.54,57.16,421.6,458.1,0.853,3.98,5.95,0.0,True
CLM-0003565,-37,2024-08-07,,,,,,,,,False
CLM-0003565,-36,2024-08-08,59.35,63.8,417.3,440.7,1.092,3.63,5.72,0.0,True
CLM-0003565,-35,2024-08-09,52.8,55.77,388.8,417.1,1.097,4.46,6.14,0.0,True
CLM-0003565,-34,2024-08-10,58.06,60.57,412.9,447.7,1.012,3.46,5.44,0.0,True
CLM-0003565,-33,2024-08-11,58.99,61.58,412.5,445.6,1.052,4.53,6.63,0.0,True
CLM-0003565,-32,2024-08-12,55.01,58.8,414.7,438.9,1.291,3.86,5.65,0.0,True
CLM-0003565,-31,2024-08-13,53.3,56.39,404.7,421.8,1.594,4.11,6.14,0.0,True
CLM-0003565,-30,2024-08-14,59.83,62.59,409.1,435.9,1.231,3.64,5.4,0.0,True
CLM-0003565,-29,2024-08-15,56.18,58.43,397.6,422.2,1.148,3.19,5.16,0.0,True
CLM-0003565,-28,2024-08-16,59.1,62.49,450.9,479.3,0.829,3.76,5.79,0.0,True
CLM-0003565,-27,2024-08-17,56.72,60.33,445.1,461.2,1.497,4.06,6.45,0.0,True
CLM-0003565,-26,2024-08-18,59.5,62.42,405.6,425.2,1.36,3.58,5.48,0.0,True
CLM-0003565,-25,2024-08-19,57.48,60.75,420.7,452.6,1.131,3.69,5.45,0.0,True
CLM-0003565,-24,2024-08-20,55.83,59.32,411.1,437.4,1.247,3.83,5.67,0.0,True
CLM-0003565,-23,2024-08-21,55.59,59.5,417.6,433.0,1.129,3.19,4.27,0.0,True
CLM-0003565,-22,2024-08-22,55.39,57.51,426.0,461.2,1.024,3.69,6.06,0.0,True
CLM-0003565,-21,2024-08-23,56.15,58.43,422.9,445.3,1.14,3.88,5.75,0.0,True
CLM-0003565,-20,2024-08-24,56.42,59.01,434.7,462.6,1.329,3.59,4.81,0.0,True
CLM-0003565,-19,2024-08-25,57.29,60.31,412.3,433.3,1.255,4.3,6.09,0.0,True
CLM-0003565,-18,2024-08-26,55.76,58.29,420.2,447.2,1.167,3.89,5.32,0.0,True
CLM-0003565,-17,2024-08-27,60.07,62.78,382.9,418.2,1.298,2.95,4.16,0.0,True
CLM-0003565,-16,2024-08-28,59.78,63.5,422.4,457.7,1.152,3.6,5.52,0.0,True
CLM-0003565,-15,2024-08-29,,,,,,,,,False
CLM-0003565,-14,2024-08-30,60.26,62.46,401.0,422.0,1.043,3.46,5.54,0.0,True
CLM-0003565,-13,2024-08-31,59.48,61.79,439.1,469.1,1.146,4.41,6.39,0.0,True
CLM-0003565,-12,2024-09-01,55.97,60.21,439.3,450.7,1.319,4.05,5.97,0.0,True
CLM-0003565,-11,2024-09-02,57.52,60.59,404.9,432.3,1.308,3.65,5.41,0.0,True
CLM-0003565,-10,2024-09-03,56.45,59.67,445.7,485.4,1.099,3.61,5.05,0.0,True
CLM-0003565,-9,2024-09-04,59.46,61.62,430.9,446.0,1.069,3.67,5.68,0.0,True
CLM-0003565,-8,2024-09-05,54.84,57.34,427.2,445.4,1.277,3.57,4.88,0.0,True
CLM-0003565,-7,2024-09-06,53.74,54.16,402.6,426.3,1.415,3.52,5.7,0.0,True
CLM-0003565,-6,2024-09-07,56.54,59.58,447.3,470.2,1.335,4.0,5.64,0.0,True
CLM-0003565,-5,2024-09-08,54.87,57.18,430.9,462.4,1.023,2.97,4.41,0.0,True
CLM-0003565,-4,2024-09-09,54.92,56.29,408.1,439.0,1.099,4.01,5.76,0.0,True
CLM-0003565,-3,2024-09-10,56.21,59.5,385.2,393.8,1.037,3.19,5.07,0.0,True
CLM-0003565,-2,2024-09-11,55.69,57.74,402.5,419.0,1.412,4.0,5.62,0.0,True
CLM-0003565,-1,2024-09-12,55.99,59.07,422.4,446.0,1.191,4.23,6.72,0.0,True
CLM-0003565,0,2024-09-13,56.15,59.42,416.8,437.1,1.154,3.38,5.68,0.0,True
CLM-0003772,-89,2024-06-17,49.1,52.38,428.1,448.0,1.225,2.75,3.77,0.0,True
CLM-0003772,-88,2024-06-18,48.16,50.43,400.5,422.0,1.428,2.48,3.57,0.0,True
CLM-0003772,-87,2024-06-19,47.34,50.58,411.7,435.5,1.381,2.82,4.57,0.0,True
CLM-0003772,-86,2024-06-20,48.31,49.71,427.1,456.0,1.01,2.84,4.34,0.0,True
CLM-0003772,-85,2024-06-21,45.7,47.57,424.7,447.5,1.045,1.93,2.72,0.0,True
CLM-0003772,-84,2024-06-22,45.68,48.26,421.0,461.7,0.781,1.62,2.32,1.0,True
CLM-0003772,-83,2024-06-23,48.24,49.76,438.9,462.9,1.229,2.81,4.32,0.0,True
CLM-0003772,-82,2024-06-24,49.53,52.23,409.8,423.3,1.085,2.43,3.47,0.0,True
CLM-0003772,-81,2024-06-25,45.39,48.08,426.3,445.2,1.498,2.96,4.71,0.0,True
CLM-0003772,-80,2024-06-26,49.66,52.25,410.2,439.9,1.125,2.54,4.18,0.0,True
CLM-0003772,-79,2024-06-27,47.78,49.41,462.6,492.6,1.15,3.04,4.21,0.0,True
CLM-0003772,-78,2024-06-28,49.53,53.7,408.6,433.2,1.095,2.71,3.97,0.0,True
CLM-0003772,-77,2024-06-29,49.22,51.01,451.3,475.8,1.213,2.56,3.96,0.0,True
CLM-0003772,-76,2024-06-30,50.7,53.52,416.4,442.5,1.402,2.24,3.75,0.0,True
CLM-0003772,-75,2024-07-01,48.45,51.28,410.3,440.3,0.884,2.19,2.5,0.0,True
CLM-0003772,-74,2024-07-02,45.47,48.5,419.5,443.8,1.368,1.69,2.34,0.0,True
CLM-0003772,-73,2024-07-03,52.82,54.43,402.9,417.5,0.906,2.65,3.21,0.0,True
CLM-0003772,-72,2024-07-04,48.95,52.22,406.3,425.2,1.156,2.07,3.33,0.0,True
CLM-0003772,-71,2024-07-05,49.05,51.35,444.6,464.4,1.037,2.29,3.44,0.0,True
CLM-0003772,-70,2024-07-06,48.48,52.0,426.9,442.0,1.045,2.38,3.88,0.0,True
CLM-0003772,-69,2024-07-07,51.56,55.45,433.9,448.7,0.992,2.18,3.2,0.0,True
CLM-0003772,-68,2024-07-08,46.3,49.35,413.1,440.2,1.259,2.47,3.64,0.0,True
CLM-0003772,-67,2024-07-09,45.99,48.41,430.5,454.6,1.133,1.42,2.24,0.0,True
CLM-0003772,-66,2024-07-10,,,,,,,,,False
CLM-0003772,-65,2024-07-11,49.53,52.94,409.4,447.8,1.299,2.66,3.84,0.0,True
CLM-0003772,-64,2024-07-12,47.3,49.52,467.7,498.2,1.158,1.69,2.79,0.0,True
CLM-0003772,-63,2024-07-13,47.22,49.08,399.2,429.0,1.298,2.12,3.51,0.0,True
CLM-0003772,-62,2024-07-14,46.52,49.89,421.3,433.9,1.211,2.96,4.54,0.0,True
CLM-0003772,-61,2024-07-15,50.46,53.12,428.4,457.5,1.128,2.36,3.95,0.0,True
CLM-0003772,-60,2024-07-16,49.47,51.36,424.7,448.8,1.337,2.11,3.61,0.0,True
CLM-0003772,-59,2024-07-17,50.34,53.42,413.4,447.2,1.421,2.71,3.88,0.0,True
CLM-0003772,-58,2024-07-18,47.67,49.41,410.4,424.8,1.388,1.94,2.91,0.0,True
CLM-0003772,-57,2024-07-19,48.6,51.68,425.3,456.7,0.945,1.97,3.07,0.0,True
CLM-0003772,-56,2024-07-20,50.25,53.52,409.0,428.8,1.209,2.01,2.54,0.0,True
CLM-0003772,-55,2024-07-21,47.13,49.27,437.4,453.8,1.395,2.96,4.47,0.0,True
CLM-0003772,-54,2024-07-22,50.76,54.09,423.6,464.3,1.016,1.98,2.92,0.0,True
CLM-0003772,-53,2024-07-23,49.61,51.84,417.5,442.5,1.186,2.37,3.33,0.0,True
CLM-0003772,-52,2024-07-24,51.33,54.29,421.9,445.5,1.087,2.87,4.37,0.0,True
CLM-0003772,-51,2024-07-25,50.63,52.06,428.0,448.2,1.24,1.98,2.69,0.0,True
CLM-0003772,-50,2024-07-26,45.48,48.55,439.9,461.9,1.638,1.68,2.05,0.0,True
CLM-0003772,-49,2024-07-27,47.6,51.65,426.1,447.4,1.199,3.27,4.18,0.0,True
CLM-0003772,-48,2024-07-28,44.07,45.56,423.2,445.7,1.175,2.45,3.16,0.0,True
CLM-0003772,-47,2024-07-29,44.84,48.56,433.8,457.1,1.534,2.13,2.83,0.0,True
CLM-0003772,-46,2024-07-30,46.78,49.2,398.7,421.2,1.23,2.33,3.5,0.0,True
CLM-0003772,-45,2024-07-31,51.42,55.3,412.0,427.8,1.106,2.71,4.15,0.0,True
CLM-0003772,-44,2024-08-01,48.71,53.43,417.8,442.4,0.952,1.76,2.45,0.0,True
CLM-0003772,-43,2024-08-02,49.63,52.71,407.0,433.6,1.363,2.21,3.48,0.0,True
CLM-0003772,-42,2024-08-03,47.74,51.27,431.0,461.7,1.022,2.73,4.18,0.0,True
CLM-0003772,-41,2024-08-04,48.09,51.45,420.5,453.6,1.17,3.0,4.23,0.0,True
CLM-0003772,-40,2024-08-05,50.08,54.03,403.1,425.0,1.264,3.0,4.2,0.0,True
CLM-0003772,-39,2024-08-06,48.4,51.16,401.5,428.6,1.295,2.44,4.03,0.0,True
CLM-0003772,-38,2024-08-07,48.31,51.97,420.0,450.3,0.953,3.02,4.36,0.0,True
CLM-0003772,-37,2024-08-08,49.78,52.07,430.0,449.9,1.038,1.7,3.07,0.0,True
CLM-0003772,-36,2024-08-09,46.59,50.71,421.4,447.6,1.233,2.46,3.3,0.0,True
CLM-0003772,-35,2024-08-10,49.11,51.04,459.1,486.2,0.962,1.32,1.9,0.0,True
CLM-0003772,-34,2024-08-11,49.2,51.73,417.2,427.3,1.302,2.98,4.01,0.0,True
CLM-0003772,-33,2024-08-12,45.2,47.55,411.3,435.7,1.0,2.58,3.26,0.0,True
CLM-0003772,-32,2024-08-13,46.53,49.91,439.7,465.3,1.156,3.12,4.47,0.0,True
CLM-0003772,-31,2024-08-14,47.43,51.19,424.9,443.9,1.123,2.15,3.44,0.0,True
CLM-0003772,-30,2024-08-15,47.76,51.29,440.1,472.1,1.318,1.85,2.57,0.0,True
CLM-0003772,-29,2024-08-16,49.72,52.19,441.5,479.9,1.121,2.72,4.25,0.0,True
CLM-0003772,-28,2024-08-17,46.9,51.36,414.8,442.1,1.306,2.33,3.23,0.0,True
CLM-0003772,-27,2024-08-18,46.87,51.03,411.2,426.4,1.372,2.84,4.66,0.0,True
CLM-0003772,-26,2024-08-19,50.01,53.27,431.0,453.9,1.193,2.72,3.82,0.0,True
CLM-0003772,-25,2024-08-20,50.65,53.03,407.9,425.3,1.236,2.28,3.84,1.0,True
CLM-0003772,-24,2024-08-21,50.72,52.36,413.0,453.7,1.095,2.39,3.59,0.0,True
CLM-0003772,-23,2024-08-22,46.49,50.19,391.0,411.4,1.033,2.3,3.13,0.0,True
CLM-0003772,-22,2024-08-23,46.9,49.58,417.8,443.8,1.006,2.41,3.35,0.0,True
CLM-0003772,-21,2024-08-24,45.32,49.27,442.2,475.6,1.214,2.19,3.4,0.0,True
CLM-0003772,-20,2024-08-25,43.54,47.56,420.5,438.5,1.113,2.64,3.61,0.0,True
CLM-0003772,-19,2024-08-26,46.24,48.8,395.3,414.1,1.263,1.7,2.63,0.0,True
CLM-0003772,-18,2024-08-27,47.42,50.43,451.0,485.5,1.155,1.62,2.21,0.0,True
CLM-0003772,-17,2024-08-28,49.14,52.11,410.3,444.5,1.124,2.22,2.99,0.0,True
CLM-0003772,-16,2024-08-29,50.4,54.85,420.7,437.7,1.17,2.15,2.95,0.0,True
CLM-0003772,-15,2024-08-30,48.52,51.15,425.0,441.7,0.88,2.19,2.8,1.0,True
CLM-0003772,-14,2024-08-31,51.59,55.24,433.0,462.3,1.337,2.9,4.37,0.0,True
CLM-0003772,-13,2024-09-01,,,,,,,,,False
CLM-0003772,-12,2024-09-02,51.46,56.0,417.9,438.1,1.14,2.71,3.82,0.0,True
CLM-0003772,-11,2024-09-03,47.06,49.4,419.8,446.8,1.438,2.61,3.66,0.0,True
CLM-0003772,-10,2024-09-04,49.7,51.66,409.5,425.4,1.151,3.0,4.04,0.0,True
CLM-0003772,-9,2024-09-05,49.17,50.29,404.4,433.3,1.287,2.14,3.0,0.0,True
CLM-0003772,-8,2024-09-06,51.1,54.27,415.4,442.1,0.904,2.63,4.06,0.0,True
CLM-0003772,-7,2024-09-07,74.45,77.68,443.3,454.8,2.204,5.51,3.24,0.0,True
CLM-0003772,-6,2024-09-08,,,,,,,,,False
CLM-0003772,-5,2024-09-09,,,,,,,,,False
CLM-0003772,-4,2024-09-10,,,,,,,,,False
CLM-0003772,-3,2024-09-11,,,,,,,,,False
CLM-0003772,-2,2024-09-12,,,,,,,,,False
CLM-0003772,-1,2024-09-13,,,,,,,,,False
CLM-0003772,0,2024-09-14,,,,,,,,,False
CLM-0001247,-89,2024-06-17,52.84,54.53,372.9,404.6,1.272,2.66,3.67,0.0,True
CLM-0001247,-88,2024-06-18,51.11,55.08,367.8,387.8,1.239,3.12,4.69,0.0,True
CLM-0001247,-87,2024-06-19,51.37,53.8,368.4,401.4,1.472,2.49,3.53,0.0,True
CLM-0001247,-86,2024-06-20,50.69,55.44,421.0,451.2,1.169,1.57,2.43,0.0,True
CLM-0001247,-85,2024-06-21,51.46,54.05,398.3,429.8,1.15,3.39,4.88,0.0,True
CLM-0001247,-84,2024-06-22,52.13,56.2,370.3,381.7,1.184,2.37,3.56,0.0,True
CLM-0001247,-83,2024-06-23,51.05,53.84,386.7,409.3,1.175,3.51,5.61,0.0,True
CLM-0001247,-82,2024-06-24,53.64,59.16,388.8,418.7,1.24,2.62,3.95,0.0,True
CLM-0001247,-81,2024-06-25,56.62,59.84,385.9,406.2,1.204,2.09,3.04,0.0,True
CLM-0001247,-80,2024-06-26,51.72,54.72,376.4,386.9,0.872,2.47,4.13,0.0,True
CLM-0001247,-79,2024-06-27,47.71,51.04,364.1,396.8,1.233,3.0,4.45,0.0,True
CLM-0001247,-78,2024-06-28,51.48,55.17,374.1,406.1,1.265,3.47,5.27,0.0,True
CLM-0001247,-77,2024-06-29,51.96,56.57,377.3,412.8,1.263,3.21,5.06,0.0,True
CLM-0001247,-76,2024-06-30,53.68,58.16,397.4,406.9,1.095,3.25,4.82,0.0,True
CLM-0001247,-75,2024-07-01,50.75,51.77,387.6,410.6,0.986,2.34,3.48,0.0,True
CLM-0001247,-74,2024-07-02,50.79,53.52,393.3,414.5,1.366,3.18,4.72,0.0,True
CLM-0001247,-73,2024-07-03,50.74,53.11,368.1,384.8,1.144,2.75,4.22,0.0,True
CLM-0001247,-72,2024-07-04,,,,,,,,,False
CLM-0001247,-71,2024-07-05,48.61,51.03,400.8,427.9,1.106,3.03,4.9,0.0,True
CLM-0001247,-70,2024-07-06,52.34,57.34,365.9,388.3,1.271,3.0,4.81,0.0,True
CLM-0001247,-69,2024-07-07,49.27,51.43,410.4,448.2,1.333,2.29,3.17,0.0,True
CLM-0001247,-68,2024-07-08,51.56,53.08,386.7,395.4,1.256,3.1,4.53,0.0,True
CLM-0001247,-67,2024-07-09,53.48,56.66,394.7,422.8,1.251,2.6,4.08,0.0,True
CLM-0001247,-66,2024-07-10,50.34,54.09,356.4,370.6,1.141,3.12,4.12,0.0,True
CLM-0001247,-65,2024-07-11,54.46,56.47,395.8,421.4,1.13,2.77,3.92,0.0,True
CLM-0001247,-64,2024-07-12,50.71,54.98,372.0,400.2,1.138,2.65,4.33,0.0,True
CLM-0001247,-63,2024-07-13,49.13,51.5,386.1,421.4,1.255,3.05,4.9,0.0,True
CLM-0001247,-62,2024-07-14,51.34,53.99,367.0,389.4,1.114,2.91,4.45,0.0,True
CLM-0001247,-61,2024-07-15,52.86,55.97,400.1,426.1,1.28,2.35,3.73,0.0,True
CLM-0001247,-60,2024-07-16,53.77,56.2,369.2,375.9,1.29,3.46,5.84,0.0,True
CLM-0001247,-59,2024-07-17,52.93,57.89,392.1,426.0,1.297,2.77,4.07,0.0,True
CLM-0001247,-58,2024-07-18,55.7,57.4,390.4,419.9,1.135,3.19,5.43,0.0,True
CLM-0001247,-57,2024-07-19,52.57,54.08,389.1,415.1,1.069,2.8,4.35,0.0,True
CLM-0001247,-56,2024-07-20,51.12,53.39,382.3,408.4,1.2,2.5,3.69,0.0,True
CLM-0001247,-55,2024-07-21,52.07,53.92,393.3,412.8,1.127,2.77,4.59,0.0,True
CLM-0001247,-54,2024-07-22,49.58,50.98,384.1,405.3,1.106,3.07,4.37,0.0,True
CLM-0001247,-53,2024-07-23,53.86,57.11,381.0,400.0,1.158,3.82,5.74,0.0,True
CLM-0001247,-52,2024-07-24,49.41,51.23,396.1,413.8,1.288,3.25,4.82,0.0,True
CLM-0001247,-51,2024-07-25,50.11,52.97,415.8,442.1,1.071,2.63,4.42,0.0,True
CLM-0001247,-50,2024-07-26,51.91,54.41,384.6,420.8,1.45,2.24,3.25,0.0,True
CLM-0001247,-49,2024-07-27,50.28,54.65,365.1,386.2,1.277,2.86,4.22,0.0,True
CLM-0001247,-48,2024-07-28,52.93,54.66,380.9,406.8,1.13,2.87,4.29,0.0,True
CLM-0001247,-47,2024-07-29,52.76,56.2,394.6,418.0,1.306,3.25,4.3,0.0,True
CLM-0001247,-46,2024-07-30,53.64,56.57,379.7,403.0,1.066,3.38,5.44,0.0,True
CLM-0001247,-45,2024-07-31,53.34,55.66,363.4,386.0,1.223,3.1,4.64,0.0,True
CLM-0001247,-44,2024-08-01,,,,,,,,,False
CLM-0001247,-43,2024-08-02,52.03,55.43,382.0,406.1,1.297,2.77,4.4,0.0,True
CLM-0001247,-42,2024-08-03,53.59,55.07,375.6,407.7,1.178,3.19,4.72,0.0,True
CLM-0001247,-41,2024-08-04,52.19,55.36,389.2,413.7,1.038,2.98,4.57,0.0,True
CLM-0001247,-40,2024-08-05,54.99,58.01,398.5,437.2,1.198,3.65,5.21,0.0,True
CLM-0001247,-39,2024-08-06,53.98,57.79,378.8,414.1,1.383,2.94,4.22,0.0,True
CLM-0001247,-38,2024-08-07,51.65,55.08,397.2,428.6,1.099,2.78,4.24,0.0,True
CLM-0001247,-37,2024-08-08,54.57,59.21,386.6,417.4,1.094,3.16,4.56,0.0,True
CLM-0001247,-36,2024-08-09,55.2,59.31,369.9,400.0,1.164,3.46,4.71,0.0,True
CLM-0001247,-35,2024-08-10,56.43,59.21,356.0,377.1,1.285,3.18,5.19,0.0,True
CLM-0001247,-34,2024-08-11,54.47,58.87,388.4,415.4,1.035,3.02,4.11,0.0,True
CLM-0001247,-33,2024-08-12,50.06,53.26,384.2,427.9,1.107,2.83,4.5,0.0,True
CLM-0001247,-32,2024-08-13,50.28,54.35,374.3,402.8,1.047,2.5,3.69,0.0,True
CLM-0001247,-31,2024-08-14,,,,,,,,,False
CLM-0001247,-30,2024-08-15,54.21,57.59,367.5,380.8,1.059,3.32,5.0,0.0,True
CLM-0001247,-29,2024-08-16,57.28,58.52,389.0,410.1,1.217,2.01,2.98,0.0,True
CLM-0001247,-28,2024-08-17,52.93,56.14,369.2,385.0,1.099,2.51,3.91,0.0,True
CLM-0001247,-27,2024-08-18,52.28,55.88,380.9,408.8,1.257,3.14,4.72,0.0,True
CLM-0001247,-26,2024-08-19,53.2,56.81,377.9,391.9,1.342,2.65,4.04,0.0,True
CLM-0001247,-25,2024-08-20,53.34,54.62,362.5,375.4,1.173,3.07,4.58,0.0,True
CLM-0001247,-24,2024-08-21,54.73,57.36,394.2,420.7,1.313,2.45,3.95,0.0,True
CLM-0001247,-23,2024-08-22,51.03,53.23,382.4,395.2,1.286,2.52,3.58,0.0,True
CLM-0001247,-22,2024-08-23,53.11,56.07,420.8,447.3,1.235,2.39,4.01,0.0,True
CLM-0001247,-21,2024-08-24,53.84,54.68,372.1,409.8,1.331,2.8,4.32,0.0,True
CLM-0001247,-20,2024-08-25,52.71,54.97,411.8,440.0,1.536,2.85,4.6,0.0,True
CLM-0001247,-19,2024-08-26,49.07,52.15,385.8,416.4,1.384,2.37,3.35,0.0,True
CLM-0001247,-18,2024-08-27,48.43,50.97,377.9,407.6,0.961,2.44,4.26,0.0,True
CLM-0001247,-17,2024-08-28,49.44,54.13,370.2,379.8,0.993,2.68,4.2,0.0,True
CLM-0001247,-16,2024-08-29,54.42,57.05,365.0,372.3,1.186,2.71,4.65,0.0,True
CLM-0001247,-15,2024-08-30,55.35,58.27,375.4,403.9,0.895,2.54,3.71,0.0,True
CLM-0001247,-14,2024-08-31,50.0,51.29,373.9,404.3,1.177,3.09,4.32,0.0,True
CLM-0001247,-13,2024-09-01,53.83,55.82,378.7,407.4,0.972,2.68,3.98,0.0,True
CLM-0001247,-12,2024-09-02,48.13,51.97,374.0,401.4,1.223,2.91,4.61,0.0,True
CLM-0001247,-11,2024-09-03,50.96,53.36,398.4,417.9,1.257,3.01,4.9,0.0,True
CLM-0001247,-10,2024-09-04,52.94,55.82,368.7,396.9,1.176,2.49,3.57,0.0,True
CLM-0001247,-9,2024-09-05,53.88,56.33,373.8,405.9,1.147,3.06,4.92,0.0,True
CLM-0001247,-8,2024-09-06,50.85,54.53,381.1,402.2,1.093,2.91,4.48,0.0,True
CLM-0001247,-7,2024-09-07,51.99,53.78,372.6,391.1,1.213,2.88,4.62,0.0,True
CLM-0001247,-6,2024-09-08,52.06,54.46,399.1,413.1,1.017,2.51,3.44,0.0,True
CLM-0001247,-5,2024-09-09,49.53,52.95,371.0,385.5,1.063,3.21,4.59,0.0,True
CLM-0001247,-4,2024-09-10,54.3,56.97,380.0,401.6,1.262,2.19,2.9,1.0,True
CLM-0001247,-3,2024-09-11,52.59,53.64,378.9,405.3,1.146,2.79,4.19,0.0,True
CLM-0001247,-2,2024-09-12,50.6,53.51,379.1,415.2,1.128,2.51,4.06,0.0,True
CLM-0001247,-1,2024-09-13,52.07,53.37,416.8,437.0,1.342,2.68,4.4,0.0,True
CLM-0001247,0,2024-09-14,54.4,57.33,403.5,418.8,1.192,2.28,3.22,0.0,True
CLM-0001152,-89,2024-06-22,49.6,51.97,398.5,427.0,1.289,2.38,3.31,0.0,True
CLM-0001152,-88,2024-06-23,49.68,53.12,419.6,448.1,1.128,2.03,3.15,0.0,True
CLM-0001152,-87,2024-06-24,45.75,50.62,402.2,441.4,1.256,2.15,3.05,0.0,True
